noticeIdentifier,noticeVersion,lotIdentifier,documentType,documentUrl,status,sourceUrl,finalUrl,contentType,localPath,sha256,sizeBytes,error
90f332ed-04ca-467f-9af8-5e6e8e9ac165,01,LOT-0000,non-restricted-document,https://www.had.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a0a437b98d-61cbc5de235f3c4d,not_attempted_download_disabled,https://www.had.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a0a437b98d-61cbc5de235f3c4d,,,,,0,
e9684303-556d-4be9-b2f7-525e90f7aa61,01,LOT-0001,non-restricted-document,https://www.dtvp.de/Satellite/notice/CXP4YCJMPGK/documents,not_attempted_download_disabled,https://www.dtvp.de/Satellite/notice/CXP4YCJMPGK/documents,,,,,0,
b6497276-a5eb-4c66-ac56-f86604960788,01,LOT-0001,non-restricted-document,https://www.vergabe.metropoleruhr.de/VMPSatellite/notice/CXPSYYSDQT9/documents,not_attempted_download_disabled,https://www.vergabe.metropoleruhr.de/VMPSatellite/notice/CXPSYYSDQT9/documents,,,,,0,
01a0a444-1c07-471e-b755-941f4becd2ee,01,LOT-0001,non-restricted-document,https://www.evergabe.de/unterlagen/019ff4a0-b177-4cf0-a0fe-3e22056c76fd/zustellweg-auswaehlen,not_attempted_download_disabled,https://www.evergabe.de/unterlagen/019ff4a0-b177-4cf0-a0fe-3e22056c76fd/zustellweg-auswaehlen,,,,,0,
1594f91b-44f6-456a-a325-ad98833404bc,01,LOT-0000,non-restricted-document,https://www.had.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a0a42b7430-6e14df28dbc1b9e4,not_attempted_download_disabled,https://www.had.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a0a42b7430-6e14df28dbc1b9e4,,,,,0,
dc92350b-924f-472a-8ea4-53cee8ca4be7,01,LOT-0001,non-restricted-document,https://www.deutsche-evergabe.de/dashboards/dashboard_off/a0e6c56b-ceda-49e2-8241-26f8c51bdb97,not_attempted_download_disabled,https://www.deutsche-evergabe.de/dashboards/dashboard_off/a0e6c56b-ceda-49e2-8241-26f8c51bdb97,,,,,0,
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,LOT-0001,non-restricted-document,https://www.vmp-rheinland.de/VMPSatellite/notice/CXVHYYRYT1NRR9K2/documents,not_attempted_download_disabled,https://www.vmp-rheinland.de/VMPSatellite/notice/CXVHYYRYT1NRR9K2/documents,,,,,0,
625720a2-3dcb-4a88-b391-48aa63d0a10f,01,LOT-0001,non-restricted-document,https://www.vergabe.metropoleruhr.de/VMPSatellite/notice/CXPSYYSDQTK/documents,not_attempted_download_disabled,https://www.vergabe.metropoleruhr.de/VMPSatellite/notice/CXPSYYSDQTK/documents,,,,,0,
2f3259ec-494a-445b-8973-8e88ea4d982b,01,LOT-0000,non-restricted-document,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a4241390-32486556868ce0a4,not_attempted_download_disabled,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a4241390-32486556868ce0a4,,,,,0,
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0001,non-restricted-document,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/1d40e016-a60d-4d29-bbb5-6d9cedba07ad,not_attempted_download_disabled,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/1d40e016-a60d-4d29-bbb5-6d9cedba07ad,,,,,0,
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0002,non-restricted-document,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/1d40e016-a60d-4d29-bbb5-6d9cedba07ad,not_attempted_download_disabled,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/1d40e016-a60d-4d29-bbb5-6d9cedba07ad,,,,,0,
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0003,non-restricted-document,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/1d40e016-a60d-4d29-bbb5-6d9cedba07ad,not_attempted_download_disabled,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/1d40e016-a60d-4d29-bbb5-6d9cedba07ad,,,,,0,
915313db-1a99-4a68-802f-f0707033240b,01,LOT-0000,non-restricted-document,https://ausschreibung.halle.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a09f3b3721-3c4c6ef00bda6e7a,not_attempted_download_disabled,https://ausschreibung.halle.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a09f3b3721-3c4c6ef00bda6e7a,,,,,0,
ed6675ff-7b24-4be8-8fe8-77d6714633f2,01,LOT-0001,non-restricted-document,https://www.dtvp.de/Satellite/notice/CXP4YA2M3FN/documents,not_attempted_download_disabled,https://www.dtvp.de/Satellite/notice/CXP4YA2M3FN/documents,,,,,0,
09b85bf3-4637-4ffe-b72a-f4a851f18c50,01,LOT-0000,non-restricted-document,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a43f75d2-5d651fb2a19cfef0,not_attempted_download_disabled,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a43f75d2-5d651fb2a19cfef0,,,,,0,
f9dc1e05-3689-41bc-b82b-4ebe5fc1ffb5,01,LOT-0001,non-restricted-document,https://www.staatsanzeiger-eservices.de/aJs/EFormsBekVuUrl?z_param=330073,not_attempted_download_disabled,https://www.staatsanzeiger-eservices.de/aJs/EFormsBekVuUrl?z_param=330073,,,,,0,
5cff7c10-1e0e-4abe-8f0b-b6345a1362a0,01,LOT-0000,non-restricted-document,https://www.meinauftrag.rib.de/public/DetailsByPlatformIdAndTenderId/platformId/1/tenderId/303231,not_attempted_download_disabled,https://www.meinauftrag.rib.de/public/DetailsByPlatformIdAndTenderId/platformId/1/tenderId/303231,,,,,0,
50d1e5cc-c1ae-45b5-a685-505c1595d0c8,01,LOT-0000,non-restricted-document,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a4960f7d-71082e850831fb80,not_attempted_download_disabled,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a4960f7d-71082e850831fb80,,,,,0,
a9cb14a8-596e-478a-a3e9-d94670549370,01,LOT-0000,non-restricted-document,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a4856418-519ade92182ead39,not_attempted_download_disabled,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a4856418-519ade92182ead39,,,,,0,
44c726f4-e15d-43d3-84a5-0ceb2ecbff2a,01,LOT-0000,non-restricted-document,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a470f32b-4bd5ca3d886c8f1e,not_attempted_download_disabled,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a470f32b-4bd5ca3d886c8f1e,,,,,0,
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,LOT-0001,non-restricted-document,https://bieterzugang.deutsche-evergabe.de/evergabe.bieter/api/supplier/external/deeplink/subproject/36e02aae-2257-4f8b-9445-b950c0e2c844,not_attempted_download_disabled,https://bieterzugang.deutsche-evergabe.de/evergabe.bieter/api/supplier/external/deeplink/subproject/36e02aae-2257-4f8b-9445-b950c0e2c844,,,,,0,
4a448abd-7f1f-4052-987f-f9aea3df2fb9,01,LOT-0001,non-restricted-document,https://www.vergabe.metropoleruhr.de/VMPSatellite/notice/CXPSYYSDQ7E/documents,not_attempted_download_disabled,https://www.vergabe.metropoleruhr.de/VMPSatellite/notice/CXPSYYSDQ7E/documents,,,,,0,
d62756f0-2007-4111-b118-e5f44c943b18,01,LOT-0001,non-restricted-document,https://plattform.aumass.de/Veroeffentlichung/av283292-eu,not_attempted_download_disabled,https://plattform.aumass.de/Veroeffentlichung/av283292-eu,,,,,0,
bb722a54-0ab3-4fed-ab47-3f00b6ada783,01,LOT-0001,non-restricted-document,https://www.deutsche-evergabe.de/dashboards/dashboard_off/bb722a54-0ab3-4fed-ab47-3f00b6ada783,not_attempted_download_disabled,https://www.deutsche-evergabe.de/dashboards/dashboard_off/bb722a54-0ab3-4fed-ab47-3f00b6ada783,,,,,0,
5f734b5e-89a1-4d03-87e5-eb2f15ad7a35,01,LOT-0001,non-restricted-document,https://www.deutsche-evergabe.de/dashboards/dashboard_off/5f734b5e-89a1-4d03-87e5-eb2f15ad7a35,not_attempted_download_disabled,https://www.deutsche-evergabe.de/dashboards/dashboard_off/5f734b5e-89a1-4d03-87e5-eb2f15ad7a35,,,,,0,
719c0678-a8c7-4e34-9073-1ea5837a8f61,01,LOT-0000,non-restricted-document,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a431c7b5-1af5818bbcf8b2e4,not_attempted_download_disabled,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a431c7b5-1af5818bbcf8b2e4,,,,,0,
cb4cb836-775d-4166-864b-3717c808efc8,01,LOT-0001,non-restricted-document,https://www.deutsche-evergabe.de/dashboards/dashboard_off/e4d28c47-d51a-4d97-be72-1327ac2ba35d,not_attempted_download_disabled,https://www.deutsche-evergabe.de/dashboards/dashboard_off/e4d28c47-d51a-4d97-be72-1327ac2ba35d,,,,,0,
f44ac8af-3eef-4a35-9414-dfa76e528ad8,01,LOT-0000,non-restricted-document,https://vergabe.autobahn.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a08b0a7d3f-2f9294bab9d30571,not_attempted_download_disabled,https://vergabe.autobahn.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a08b0a7d3f-2f9294bab9d30571,,,,,0,
fab52f0b-58ae-47ed-bbbc-1d3829b47040,01,LOT-0000,non-restricted-document,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-19f6aeb8e71-124c79e7d04206d0,not_attempted_download_disabled,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-19f6aeb8e71-124c79e7d04206d0,,,,,0,
b34d0781-ea79-41ab-9907-370f83e79047,01,LOT-0001,non-restricted-document,https://fbhh-evergabe.web.hamburg.de/evergabe.bieter/api/supplier/external/deeplink/subproject/e353b4e5-ee37-405e-ae99-c4a69514611a,not_attempted_download_disabled,https://fbhh-evergabe.web.hamburg.de/evergabe.bieter/api/supplier/external/deeplink/subproject/e353b4e5-ee37-405e-ae99-c4a69514611a,,,,,0,
ff2ff8ed-94f5-47d4-9a40-d6363f5f5c5e,01,LOT-0000,non-restricted-document,https://www.sachsen-vergabe.de/NetServer/PublicationControllerServlet?function=Detail&TWOID=54321-Tender-1a09e5b52ff-2d1ce69c775a8c91&PublicationType=0,not_attempted_download_disabled,https://www.sachsen-vergabe.de/NetServer/PublicationControllerServlet?function=Detail&TWOID=54321-Tender-1a09e5b52ff-2d1ce69c775a8c91&PublicationType=0,,,,,0,
3ee3ffd5-8ec5-4510-b21e-a9c074591fec,01,LOT-0000,non-restricted-document,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a45c8c1e-21f696285c9d09e8,not_attempted_download_disabled,https://www.vergabe24.de/vergabeunterlagen/54321-Tender-1a0a45c8c1e-21f696285c9d09e8,,,,,0,
a5670d06-f5c1-44a2-b02e-d00fe844880e,01,LOT-0000,non-restricted-document,https://www.meinauftrag.rib.de/public/DetailsByPlatformIdAndTenderId/platformId/1/tenderId/300226,not_attempted_download_disabled,https://www.meinauftrag.rib.de/public/DetailsByPlatformIdAndTenderId/platformId/1/tenderId/300226,,,,,0,
e4d3e324-99ba-4975-82a6-24cd59e5aec6,01,LOT-0000,non-restricted-document,https://www.evergabe.de/unterlagen/54321-Tender-1a09f09409d-239a746fc00e63a4,not_attempted_download_disabled,https://www.evergabe.de/unterlagen/54321-Tender-1a09f09409d-239a746fc00e63a4,,,,,0,
7576de88-72a4-4142-9bc0-0348aef4d44f,01,LOT-0001,non-restricted-document,https://bieterzugang.deutsche-evergabe.de/evergabe.bieter/api/supplier/external/deeplink/subproject/cb6e5ba2-35d4-47fc-aace-9637774a3b3f,not_attempted_download_disabled,https://bieterzugang.deutsche-evergabe.de/evergabe.bieter/api/supplier/external/deeplink/subproject/cb6e5ba2-35d4-47fc-aace-9637774a3b3f,,,,,0,
c454fa91-86f5-4f3c-9109-a3bc53e13198,01,LOT-0000,non-restricted-document,https://www.sachsen-vergabe.de/NetServer/PublicationControllerServlet?function=Detail&TWOID=54321-Tender-19feaf51ee5-68737aa0a96c12a2&PublicationType=0,not_attempted_download_disabled,https://www.sachsen-vergabe.de/NetServer/PublicationControllerServlet?function=Detail&TWOID=54321-Tender-19feaf51ee5-68737aa0a96c12a2&PublicationType=0,,,,,0,
3fdeb952-ef6e-40e5-a887-a7e2b7cf662f,01,LOT-0001,non-restricted-document,https://vergabe.niedersachsen.de/Satellite/notice/CXVHYHUDYR5417QT/documents,not_attempted_download_disabled,https://vergabe.niedersachsen.de/Satellite/notice/CXVHYHUDYR5417QT/documents,,,,,0,
2a55e205-4e71-40a0-ac8c-75e8bb465205,01,LOT-0001,non-restricted-document,https://www.dtvp.de/Satellite/notice/CXP4Y4LM86N/documents,not_attempted_download_disabled,https://www.dtvp.de/Satellite/notice/CXP4Y4LM86N/documents,,,,,0,
97342522-2e60-41ee-b63e-7fd68f818a0c,01,LOT-0001,non-restricted-document,https://www.evergabe.nrw.de/VMPSatellite/notice/CXS0YYJDYYFYQD6S/documents,not_attempted_download_disabled,https://www.evergabe.nrw.de/VMPSatellite/notice/CXS0YYJDYYFYQD6S/documents,,,,,0,
75a604da-489d-4c11-8fa6-c21c913fafa8,01,LOT-0001,non-restricted-document,https://www.dtvp.de/Satellite/notice/CXP4YW6MQWH/documents,not_attempted_download_disabled,https://www.dtvp.de/Satellite/notice/CXP4YW6MQWH/documents,,,,,0,
48badf3d-488b-4187-a932-53f825f535a7,01,LOT-0000,non-restricted-document,https://www.meinauftrag.rib.de/public/DetailsByPlatformIdAndTenderId/platformId/1/tenderId/300377,not_attempted_download_disabled,https://www.meinauftrag.rib.de/public/DetailsByPlatformIdAndTenderId/platformId/1/tenderId/300377,,,,,0,
655042ea-1acb-49b4-af80-c050e20f7f66,01,LOT-0001,non-restricted-document,https://www.deutsche-evergabe.de/dashboards/dashboard_off/7fea2908-d437-46f2-88ee-13abe2e053a8,not_attempted_download_disabled,https://www.deutsche-evergabe.de/dashboards/dashboard_off/7fea2908-d437-46f2-88ee-13abe2e053a8,,,,,0,
c0fea23b-3299-4f7d-81f9-bd0dbeff808f,01,LOT-0000,non-restricted-document,https://www.evergabe.de/unterlagen/54321-Tender-19f5f9578cc-6e4d885702430e4c,not_attempted_download_disabled,https://www.evergabe.de/unterlagen/54321-Tender-19f5f9578cc-6e4d885702430e4c,,,,,0,
ef80485e-9b72-4f69-8fac-b1ca556c920b,01,LOT-0001,non-restricted-document,https://evergabe.bundesverkehrsverwaltung.de/VMPSatellite/notice/CXWSYYLDYY88JXNC/documents,not_attempted_download_disabled,https://evergabe.bundesverkehrsverwaltung.de/VMPSatellite/notice/CXWSYYLDYY88JXNC/documents,,,,,0,
2fef9971-9508-4941-98cb-7c449a31e82e,01,LOT-0000,non-restricted-document,https://www.had.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a0a4ffb8f6-14bd139b452ace8e,not_attempted_download_disabled,https://www.had.de/NetServer/TenderingProcedureDetails?function=_Details&TenderOID=54321-Tender-1a0a4ffb8f6-14bd139b452ace8e,,,,,0,
846aa4fb-948a-48cf-9b6f-0b9d5add1ffa,05,LOT-0000,restricted-document,https://www.evergabe-online.de/tenderdetails.html?id=887417,not_attempted_download_disabled,https://www.evergabe-online.de/tenderdetails.html?id=887417,,,,,0,
ed9237f6-d2c2-4613-be5a-13617329b435,02,LOT-0001,non-restricted-document,https://www.deutsche-evergabe.de/dashboards/dashboard_off/30752eda-cfe8-4445-9cd4-9cec8db11ff0,not_attempted_download_disabled,https://www.deutsche-evergabe.de/dashboards/dashboard_off/30752eda-cfe8-4445-9cd4-9cec8db11ff0,,,,,0,
9c08a1ab-83d4-49e8-a1d2-0cba0d37ceaa,01,LOT-0001,non-restricted-document,https://www.deutsche-evergabe.de/dashboards/dashboard_off/90cc2489-90ce-4ab1-b0d2-cb2ba981a8a0,not_attempted_download_disabled,https://www.deutsche-evergabe.de/dashboards/dashboard_off/90cc2489-90ce-4ab1-b0d2-cb2ba981a8a0,,,,,0,
f7488eee-a1ed-4f47-b78a-a9219f06abe3,1,LOT-0000,non-restricted-document,https://www.evergabe-online.de/tenderdetails.html?id=890905,not_attempted_download_disabled,https://www.evergabe-online.de/tenderdetails.html?id=890905,,,,,0,
25826982,1,LOT-0000,non-restricted-document,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/fb3dbf59-7289-4d00-ad0b-4406c1b53c8e,not_attempted_download_disabled,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/fb3dbf59-7289-4d00-ad0b-4406c1b53c8e,,,,,0,
25818322,2,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E42856383/1789452372327/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E42856383/1789452372327/bekanntmachung.pdf,,,,,0,
25822876,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E46952259/1789461746542/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E46952259/1789461746542/bekanntmachung.pdf,,,,,0,
25822880,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E18932587/1789463171061/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E18932587/1789463171061/bekanntmachung.pdf,,,,,0,
25822884,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E72873543/1789463622062/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E72873543/1789463622062/bekanntmachung.pdf,,,,,0,
25822892,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E62153144/1789464244688/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E62153144/1789464244688/bekanntmachung.pdf,,,,,0,
25822900,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E85685344/1789466926849/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E85685344/1789466926849/bekanntmachung.pdf,,,,,0,
25822904,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E29854216/1789470012229/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E29854216/1789470012229/bekanntmachung.pdf,,,,,0,
25822908,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E43222418/1789470348936/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E43222418/1789470348936/bekanntmachung.pdf,,,,,0,
25822912,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E83891298/1789471163594/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E83891298/1789471163594/bekanntmachung.pdf,,,,,0,
25822916,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E65436149/1789471705731/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E65436149/1789471705731/bekanntmachung.pdf,,,,,0,
25822920,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E25214925/1789473161037/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E25214925/1789473161037/bekanntmachung.pdf,,,,,0,
25822924,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E61242274/1789474615550/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E61242274/1789474615550/bekanntmachung.pdf,,,,,0,
25822928,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E63464775/1789475075942/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E63464775/1789475075942/bekanntmachung.pdf,,,,,0,
25822932,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E12447457/1789475098346/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E12447457/1789475098346/bekanntmachung.pdf,,,,,0,
25822952,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E95532697/1789482464069/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E95532697/1789482464069/bekanntmachung.pdf,,,,,0,
25822956,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E42968131/1789486594174/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E42968131/1789486594174/bekanntmachung.pdf,,,,,0,
25822964,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E39587231/1789488153465/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E39587231/1789488153465/bekanntmachung.pdf,,,,,0,
25822852,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E83127719/1789459833972/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E83127719/1789459833972/bekanntmachung.pdf,,,,,0,
25822856,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E45614319/1789458945902/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E45614319/1789458945902/bekanntmachung.pdf,,,,,0,
25825368,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E46952259/1789461746542/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E46952259/1789461746542/bekanntmachung.pdf,,,,,0,
25825372,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E18932587/1789463171061/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E18932587/1789463171061/bekanntmachung.pdf,,,,,0,
25825376,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E72873543/1789463622062/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E72873543/1789463622062/bekanntmachung.pdf,,,,,0,
25825384,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E62153144/1789464244688/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E62153144/1789464244688/bekanntmachung.pdf,,,,,0,
25825392,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E85685344/1789466926849/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E85685344/1789466926849/bekanntmachung.pdf,,,,,0,
25825396,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E29854216/1789470012229/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E29854216/1789470012229/bekanntmachung.pdf,,,,,0,
25825400,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E83891298/1789471163594/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E83891298/1789471163594/bekanntmachung.pdf,,,,,0,
25825404,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E65436149/1789471705731/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E65436149/1789471705731/bekanntmachung.pdf,,,,,0,
25825408,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E25214925/1789473161037/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E25214925/1789473161037/bekanntmachung.pdf,,,,,0,
25825412,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E61242274/1789474615550/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E61242274/1789474615550/bekanntmachung.pdf,,,,,0,
25825416,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E63464775/1789475075942/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E63464775/1789475075942/bekanntmachung.pdf,,,,,0,
25825420,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E12447457/1789475098346/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E12447457/1789475098346/bekanntmachung.pdf,,,,,0,
25825432,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E42968131/1789486594174/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E42968131/1789486594174/bekanntmachung.pdf,,,,,0,
25825440,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E39587231/1789488153465/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E39587231/1789488153465/bekanntmachung.pdf,,,,,0,
25821438,2,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E42856383/1789452372327/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E42856383/1789452372327/bekanntmachung.pdf,,,,,0,
25825348,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E83127719/1789459833972/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E83127719/1789459833972/bekanntmachung.pdf,,,,,0,
25825352,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E45614319/1789458945902/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E45614319/1789458945902/bekanntmachung.pdf,,,,,0,
25817140,2,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E37566915/1789474976751/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E37566915/1789474976751/bekanntmachung.pdf,,,,,0,
25635804,1,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E43222418/1789470348936/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E43222418/1789470348936/bekanntmachung.pdf,,,,,0,
25750966,2,LOT-0000,non-restricted-document,https://www.subreport-elvis.de/download/bund/E95532697/1789482464069/bekanntmachung.pdf,not_attempted_download_disabled,https://www.subreport-elvis.de/download/bund/E95532697/1789482464069/bekanntmachung.pdf,,,,,0,
25744564,2,LOT-0000,non-restricted-document,https://www.dtvp.de/Satellite/notice/CXS0YEADYD6X5VQG,not_attempted_download_disabled,https://www.dtvp.de/Satellite/notice/CXS0YEADYD6X5VQG,,,,,0,
25723776,3,LOT-0000,non-restricted-document,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/02c0413a-5aea-4123-8f06-8c2188b015fc,not_attempted_download_disabled,https://bieterportal.noncd.db.de/evergabe.bieter/api/supplier/external/deeplink/subproject/02c0413a-5aea-4123-8f06-8c2188b015fc,,,,,0,
25823454,1,LOT-0000,non-restricted-document,https://vergabemarktplatz.brandenburg.de/VMPSatellite/notice/CXVHYD0DYR0HV37U,not_attempted_download_disabled,https://vergabemarktplatz.brandenburg.de/VMPSatellite/notice/CXVHYD0DYR0HV37U,,,,,0,
